date,total_ridership,day_of_week,daytype,holiday,year,month,week
2014-01-01,246710,Wednesday,U,New Year's Day,2014,1,1
2014-01-02,466392,Thursday,W,,2014,1,1
2014-01-03,490060,Friday,W,,2014,1,1
2014-01-04,290130,Saturday,A,,2014,1,1
2014-01-05,192745,Sunday,U,,2014,1,1
2014-01-06,220782,Monday,W,,2014,1,2
2014-01-07,383897,Tuesday,W,,2014,1,2
2014-01-08,563110,Wednesday,W,,2014,1,2
2014-01-09,595801,Thursday,W,,2014,1,2
2014-01-10,594514,Friday,W,,2014,1,2
2014-01-11,341084,Saturday,A,,2014,1,2
2014-01-12,254208,Sunday,U,,2014,1,2
2014-01-13,624438,Monday,W,,2014,1,3
2014-01-14,624068,Tuesday,W,,2014,1,3
2014-01-15,624093,Wednesday,W,,2014,1,3
2014-01-16,627358,Thursday,W,,2014,1,3
2014-01-17,608611,Friday,W,,2014,1,3
2014-01-18,336543,Saturday,A,,2014,1,3
2014-01-19,257155,Sunday,U,,2014,1,3
2014-01-20,411586,Monday,W,,2014,1,4
2014-01-21,601299,Tuesday,W,,2014,1,4
2014-01-22,603738,Wednesday,W,,2014,1,4
2014-01-23,586279,Thursday,W,,2014,1,4
2014-01-24,557202,Friday,W,,2014,1,4
2014-01-25,318595,Saturday,A,,2014,1,4
2014-01-26,228178,Sunday,U,,2014,1,4
2014-01-27,387012,Monday,W,,2014,1,5
2014-01-28,397974,Tuesday,W,,2014,1,5
2014-01-29,601039,Wednesday,W,,2014,1,5
2014-01-30,615530,Thursday,W,,2014,1,5
2014-01-31,617996,Friday,W,,2014,1,5
2014-02-01,329242,Saturday,A,,2014,2,5
2014-02-02,244853,Sunday,U,,2014,2,5
2014-02-03,598436,Monday,W,,2014,2,6
2014-02-04,623740,Tuesday,W,,2014,2,6
2014-02-05,618835,Wednesday,W,,2014,2,6
2014-02-06,618675,Thursday,W,,2014,2,6
2014-02-07,594859,Friday,W,,2014,2,6
2014-02-08,337880,Saturday,A,,2014,2,6
2014-02-09,246159,Sunday,U,,2014,2,6
2014-02-10,588296,Monday,W,,2014,2,7
2014-02-11,610408,Tuesday,W,,2014,2,7
2014-02-12,585408,Wednesday,W,,2014,2,7
2014-02-13,643702,Thursday,W,,2014,2,7
2014-02-14,638827,Friday,W,,2014,2,7
2014-02-15,363861,Saturday,A,,2014,2,7
2014-02-16,264928,Sunday,U,,2014,2,7
2014-02-17,487805,Monday,W,,2014,2,8
2014-02-18,637879,Tuesday,W,,2014,2,8
2014-02-19,643264,Wednesday,W,,2014,2,8
2014-02-20,623329,Thursday,W,,2014,2,8
2014-02-21,629359,Friday,W,,2014,2,8
2014-02-22,367389,Saturday,A,,2014,2,8
2014-02-23,257465,Sunday,U,,2014,2,8
2014-02-24,607297,Monday,W,,2014,2,9
2014-02-25,617819,Tuesday,W,,2014,2,9
2014-02-26,598070,Wednesday,W,,2014,2,9
2014-02-27,597622,Thursday,W,,2014,2,9
2014-02-28,612214,Friday,W,,2014,2,9
2014-03-01,361131,Saturday,A,,2014,3,9
2014-03-02,245753,Sunday,U,,2014,3,9
2014-03-03,582667,Monday,W,,2014,3,10
2014-03-04,625140,Tuesday,W,,2014,3,10
2014-03-05,631561,Wednesday,W,,2014,3,10
2014-03-06,636723,Thursday,W,,2014,3,10
2014-03-07,632089,Friday,W,,2014,3,10
2014-03-08,360475,Saturday,A,,2014,3,10
2014-03-09,264826,Sunday,U,,2014,3,10
2014-03-10,629807,Monday,W,,2014,3,11
2014-03-11,634365,Tuesday,W,,2014,3,11
2014-03-12,613266,Wednesday,W,,2014,3,11
2014-03-13,644822,Thursday,W,,2014,3,11
2014-03-14,672679,Friday,W,,2014,3,11
2014-03-15,543789,Saturday,A,,2014,3,11
2014-03-16,282150,Sunday,U,,2014,3,11
2014-03-17,626963,Monday,W,,2014,3,12
2014-03-18,642826,Tuesday,W,,2014,3,12
2014-03-19,630330,Wednesday,W,,2014,3,12
2014-03-20,645612,Thursday,W,,2014,3,12
2014-03-21,639812,Friday,W,,2014,3,12
2014-03-22,364369,Saturday,A,,2014,3,12
2014-03-23,254385,Sunday,U,,2014,3,12
2014-03-24,580209,Monday,W,,2014,3,13
2014-03-25,590626,Tuesday,W,,2014,3,13
2014-03-26,602720,Wednesday,W,,2014,3,13
2014-03-27,596017,Thursday,W,,2014,3,13
2014-03-28,601206,Friday,W,,2014,3,13
2014-03-29,353516,Saturday,A,,2014,3,13
2014-03-30,306156,Sunday,U,,2014,3,13
2014-03-31,625759,Monday,W,,2014,3,14
2014-04-01,630615,Tuesday,W,,2014,4,14
2014-04-02,640201,Wednesday,W,,2014,4,14
2014-04-03,625118,Thursday,W,,2014,4,14
2014-04-04,658522,Friday,W,,2014,4,14
2014-04-05,428626,Saturday,A,,2014,4,14
2014-04-06,305394,Sunday,U,,2014,4,14
2014-04-07,614760,Monday,W,,2014,4,15
2014-04-08,631369,Tuesday,W,,2014,4,15
2014-04-09,657329,Wednesday,W,,2014,4,15
2014-04-10,658031,Thursday,W,,2014,4,15
2014-04-11,655598,Friday,W,,2014,4,15
2014-04-12,422869,Saturday,A,,2014,4,15
2014-04-13,270350,Sunday,U,,2014,4,15
2014-04-14,569606,Monday,W,,2014,4,16
2014-04-15,599597,Tuesday,W,,2014,4,16
2014-04-16,618621,Wednesday,W,,2014,4,16
2014-04-17,629202,Thursday,W,,2014,4,16
2014-04-18,581328,Friday,W,,2014,4,16
2014-04-19,383980,Saturday,A,,2014,4,16
2014-04-20,272425,Sunday,U,,2014,4,16
2014-04-21,605448,Monday,W,,2014,4,17
2014-04-22,648647,Tuesday,W,,2014,4,17
2014-04-23,647779,Wednesday,W,,2014,4,17
2014-04-24,648523,Thursday,W,,2014,4,17
2014-04-25,651344,Friday,W,,2014,4,17
2014-04-26,402874,Saturday,A,,2014,4,17
2014-04-27,281514,Sunday,U,,2014,4,17
2014-04-28,600142,Monday,W,,2014,4,18
2014-04-29,628984,Tuesday,W,,2014,4,18
2014-04-30,630319,Wednesday,W,,2014,4,18
2014-05-01,647600,Thursday,W,,2014,5,18
2014-05-02,652765,Friday,W,,2014,5,18
2014-05-03,411806,Saturday,A,,2014,5,18
2014-05-04,288271,Sunday,U,,2014,5,18
2014-05-05,632247,Monday,W,,2014,5,19
2014-05-06,644534,Tuesday,W,,2014,5,19
2014-05-07,635663,Wednesday,W,,2014,5,19
2014-05-08,652716,Thursday,W,,2014,5,19
2014-05-09,626631,Friday,W,,2014,5,19
2014-05-10,377104,Saturday,A,,2014,5,19
2014-05-11,259680,Sunday,U,,2014,5,19
2014-05-12,584376,Monday,W,,2014,5,20
2014-05-13,604217,Tuesday,W,,2014,5,20
2014-05-14,615833,Wednesday,W,,2014,5,20
2014-05-15,617399,Thursday,W,,2014,5,20
2014-05-16,627776,Friday,W,,2014,5,20
2014-05-17,396961,Saturday,A,,2014,5,20
2014-05-18,309243,Sunday,U,,2014,5,20
2014-05-19,601739,Monday,W,,2014,5,21
2014-05-20,642150,Tuesday,W,,2014,5,21
2014-05-21,649897,Wednesday,W,,2014,5,21
2014-05-22,647729,Thursday,W,,2014,5,21
2014-05-23,627030,Friday,W,,2014,5,21
2014-05-24,395294,Saturday,A,,2014,5,21
2014-05-25,326704,Sunday,U,,2014,5,21
2014-05-26,279227,Monday,U,Memorial Day,2014,5,22
2014-05-27,598549,Tuesday,W,,2014,5,22
2014-05-28,617789,Wednesday,W,,2014,5,22
2014-05-29,626519,Thursday,W,,2014,5,22
2014-05-30,642966,Friday,W,,2014,5,22
2014-05-31,409219,Saturday,A,,2014,5,22
2014-06-01,305945,Sunday,U,,2014,6,22
2014-06-02,595038,Monday,W,,2014,6,23
2014-06-03,665233,Tuesday,W,,2014,6,23
2014-06-04,624123,Wednesday,W,,2014,6,23
2014-06-05,653496,Thursday,W,,2014,6,23
2014-06-06,652246,Friday,W,,2014,6,23
2014-06-07,421363,Saturday,A,,2014,6,23
2014-06-08,319310,Sunday,U,,2014,6,23
2014-06-09,614544,Monday,W,,2014,6,24
2014-06-10,612877,Tuesday,W,,2014,6,24
2014-06-11,623575,Wednesday,W,,2014,6,24
2014-06-12,638366,Thursday,W,,2014,6,24
2014-06-13,664138,Friday,W,,2014,6,24
2014-06-14,446632,Saturday,A,,2014,6,24
2014-06-15,315450,Sunday,U,,2014,6,24
2014-06-16,597211,Monday,W,,2014,6,25
2014-06-17,604705,Tuesday,W,,2014,6,25
2014-06-18,587685,Wednesday,W,,2014,6,25
2014-06-19,607886,Thursday,W,,2014,6,25
2014-06-20,634793,Friday,W,,2014,6,25
2014-06-21,404095,Saturday,A,,2014,6,25
2014-06-22,347052,Sunday,U,,2014,6,25
2014-06-23,595146,Monday,W,,2014,6,26
2014-06-24,618669,Tuesday,W,,2014,6,26
2014-06-25,623910,Wednesday,W,,2014,6,26
2014-06-26,638244,Thursday,W,,2014,6,26
2014-06-27,650047,Friday,W,,2014,6,26
2014-06-28,420914,Saturday,A,,2014,6,26
2014-06-29,433742,Sunday,U,,2014,6,26
2014-06-30,571199,Monday,W,,2014,6,27
2014-07-01,619321,Tuesday,W,,2014,7,27
2014-07-02,596481,Wednesday,W,,2014,7,27
2014-07-03,598065,Thursday,W,,2014,7,27
2014-07-04,384587,Friday,U,Independence Day,2014,7,27
2014-07-05,355491,Saturday,A,,2014,7,27
2014-07-06,287700,Sunday,U,,2014,7,27
2014-07-07,579190,Monday,W,,2014,7,28
2014-07-08,596518,Tuesday,W,,2014,7,28
2014-07-09,627597,Wednesday,W,,2014,7,28
2014-07-10,643883,Thursday,W,,2014,7,28
2014-07-11,671934,Friday,W,,2014,7,28
2014-07-12,381212,Saturday,A,,2014,7,28
2014-07-13,348803,Sunday,U,,2014,7,28
2014-07-14,589332,Monday,W,,2014,7,29
2014-07-15,608542,Tuesday,W,,2014,7,29
2014-07-16,619177,Wednesday,W,,2014,7,29
2014-07-17,627132,Thursday,W,,2014,7,29
2014-07-18,673786,Friday,W,,2014,7,29
2014-07-19,452951,Saturday,A,,2014,7,29
2014-07-20,350362,Sunday,U,,2014,7,29
2014-07-21,608664,Monday,W,,2014,7,30
2014-07-22,629635,Tuesday,W,,2014,7,30
2014-07-23,639739,Wednesday,W,,2014,7,30
2014-07-24,649728,Thursday,W,,2014,7,30
2014-07-25,652483,Friday,W,,2014,7,30
2014-07-26,437017,Saturday,A,,2014,7,30
2014-07-27,327673,Sunday,U,,2014,7,30
2014-07-28,600479,Monday,W,,2014,7,31
2014-07-29,614013,Tuesday,W,,2014,7,31
2014-07-30,625336,Wednesday,W,,2014,7,31
2014-07-31,646080,Thursday,W,,2014,7,31
2014-08-01,678167,Friday,W,,2014,8,31
2014-08-02,462330,Saturday,A,,2014,8,31
2014-08-03,358042,Sunday,U,,2014,8,31
2014-08-04,589591,Monday,W,,2014,8,32
2014-08-05,606800,Tuesday,W,,2014,8,32
2014-08-06,609870,Wednesday,W,,2014,8,32
2014-08-07,613424,Thursday,W,,2014,8,32
2014-08-08,647344,Friday,W,,2014,8,32
2014-08-09,446780,Saturday,A,,2014,8,32
2014-08-10,329355,Sunday,U,,2014,8,32
2014-08-11,591143,Monday,W,,2014,8,33
2014-08-12,591853,Tuesday,W,,2014,8,33
2014-08-13,613197,Wednesday,W,,2014,8,33
2014-08-14,633975,Thursday,W,,2014,8,33
2014-08-15,616519,Friday,W,,2014,8,33
2014-08-16,405384,Saturday,A,,2014,8,33
2014-08-17,310215,Sunday,U,,2014,8,33
2014-08-18,582387,Monday,W,,2014,8,34
2014-08-19,598590,Tuesday,W,,2014,8,34
2014-08-20,623405,Wednesday,W,,2014,8,34
2014-08-21,608096,Thursday,W,,2014,8,34
2014-08-22,626940,Friday,W,,2014,8,34
2014-08-23,371367,Saturday,A,,2014,8,34
2014-08-24,314242,Sunday,U,,2014,8,34
2014-08-25,586065,Monday,W,,2014,8,35
2014-08-26,622697,Tuesday,W,,2014,8,35
2014-08-27,632341,Wednesday,W,,2014,8,35
2014-08-28,636361,Thursday,W,,2014,8,35
2014-08-29,642989,Friday,W,,2014,8,35
2014-08-30,421370,Saturday,A,,2014,8,35
2014-08-31,364155,Sunday,U,,2014,8,35
2014-09-01,297799,Monday,U,Labor Day,2014,9,36
2014-09-02,635938,Tuesday,W,,2014,9,36
2014-09-03,668723,Wednesday,W,,2014,9,36
2014-09-04,653029,Thursday,W,,2014,9,36
2014-09-05,659440,Friday,W,,2014,9,36
2014-09-06,432481,Saturday,A,,2014,9,36
2014-09-07,320796,Sunday,U,,2014,9,36
2014-09-08,646788,Monday,W,,2014,9,37
2014-09-09,658142,Tuesday,W,,2014,9,37
2014-09-10,648398,Wednesday,W,,2014,9,37
2014-09-11,685338,Thursday,W,,2014,9,37
2014-09-12,672458,Friday,W,,2014,9,37
2014-09-13,425440,Saturday,A,,2014,9,37
2014-09-14,314024,Sunday,U,,2014,9,37
2014-09-15,661323,Monday,W,,2014,9,38
2014-09-16,680572,Tuesday,W,,2014,9,38
2014-09-17,684706,Wednesday,W,,2014,9,38
2014-09-18,697849,Thursday,W,,2014,9,38
2014-09-19,702792,Friday,W,,2014,9,38
2014-09-20,414143,Saturday,A,,2014,9,38
2014-09-21,314649,Sunday,U,,2014,9,38
2014-09-22,673624,Monday,W,,2014,9,39
2014-09-23,679809,Tuesday,W,,2014,9,39
2014-09-24,685521,Wednesday,W,,2014,9,39
2014-09-25,677999,Thursday,W,,2014,9,39
2014-09-26,669637,Friday,W,,2014,9,39
2014-09-27,416882,Saturday,A,,2014,9,39
2014-09-28,313396,Sunday,U,,2014,9,39
2014-09-29,652662,Monday,W,,2014,9,40
2014-09-30,662297,Tuesday,W,,2014,9,40
2014-10-01,678617,Wednesday,W,,2014,10,40
2014-10-02,674965,Thursday,W,,2014,10,40
2014-10-03,667405,Friday,W,,2014,10,40
2014-10-04,390514,Saturday,A,,2014,10,40
2014-10-05,286832,Sunday,U,,2014,10,40
2014-10-06,656897,Monday,W,,2014,10,41
2014-10-07,669407,Tuesday,W,,2014,10,41
2014-10-08,676701,Wednesday,W,,2014,10,41
2014-10-09,689900,Thursday,W,,2014,10,41
2014-10-10,689991,Friday,W,,2014,10,41
2014-10-11,426679,Saturday,A,,2014,10,41
2014-10-12,446051,Sunday,U,,2014,10,41
2014-10-13,587721,Monday,W,,2014,10,42
2014-10-14,670201,Tuesday,W,,2014,10,42
2014-10-15,679781,Wednesday,W,,2014,10,42
2014-10-16,697374,Thursday,W,,2014,10,42
2014-10-17,694650,Friday,W,,2014,10,42
2014-10-18,425160,Saturday,A,,2014,10,42
2014-10-19,319421,Sunday,U,,2014,10,42
2014-10-20,659286,Monday,W,,2014,10,43
2014-10-21,669649,Tuesday,W,,2014,10,43
2014-10-22,673017,Wednesday,W,,2014,10,43
2014-10-23,681810,Thursday,W,,2014,10,43
2014-10-24,670418,Friday,W,,2014,10,43
2014-10-25,404688,Saturday,A,,2014,10,43
2014-10-26,293928,Sunday,U,,2014,10,43
2014-10-27,651638,Monday,W,,2014,10,44
2014-10-28,668471,Tuesday,W,,2014,10,44
2014-10-29,669144,Wednesday,W,,2014,10,44
2014-10-30,683277,Thursday,W,,2014,10,44
2014-10-31,658052,Friday,W,,2014,10,44
2014-11-01,395577,Saturday,A,,2014,11,44
2014-11-02,312595,Sunday,U,,2014,11,44
2014-11-03,660133,Monday,W,,2014,11,45
2014-11-04,660438,Tuesday,W,,2014,11,45
2014-11-05,678910,Wednesday,W,,2014,11,45
2014-11-06,673983,Thursday,W,,2014,11,45
2014-11-07,657999,Friday,W,,2014,11,45
2014-11-08,396607,Saturday,A,,2014,11,45
2014-11-09,309083,Sunday,U,,2014,11,45
2014-11-10,644953,Monday,W,,2014,11,46
2014-11-11,572624,Tuesday,W,,2014,11,46
2014-11-12,654169,Wednesday,W,,2014,11,46
2014-11-13,647137,Thursday,W,,2014,11,46
2014-11-14,651195,Friday,W,,2014,11,46
2014-11-15,369312,Saturday,A,,2014,11,46
2014-11-16,270160,Sunday,U,,2014,11,46
2014-11-17,621682,Monday,W,,2014,11,47
2014-11-18,619880,Tuesday,W,,2014,11,47
2014-11-19,634872,Wednesday,W,,2014,11,47
2014-11-20,645304,Thursday,W,,2014,11,47
2014-11-21,645609,Friday,W,,2014,11,47
2014-11-22,422739,Saturday,A,,2014,11,47
2014-11-23,277006,Sunday,U,,2014,11,47
2014-11-24,611791,Monday,W,,2014,11,48
2014-11-25,639894,Tuesday,W,,2014,11,48
2014-11-26,535290,Wednesday,W,,2014,11,48
2014-11-27,189977,Thursday,U,Thanksgiving Day,2014,11,48
2014-11-28,348383,Friday,W,,2014,11,48
2014-11-29,336354,Saturday,A,,2014,11,48
2014-11-30,253583,Sunday,U,,2014,11,48
2014-12-01,607636,Monday,W,,2014,12,49
2014-12-02,626111,Tuesday,W,,2014,12,49
2014-12-03,639541,Wednesday,W,,2014,12,49
2014-12-04,656993,Thursday,W,,2014,12,49
2014-12-05,654355,Friday,W,,2014,12,49
2014-12-06,394535,Saturday,A,,2014,12,49
2014-12-07,272856,Sunday,U,,2014,12,49
2014-12-08,599709,Monday,W,,2014,12,50
2014-12-09,619954,Tuesday,W,,2014,12,50
2014-12-10,623628,Wednesday,W,,2014,12,50
2014-12-11,633041,Thursday,W,,2014,12,50
2014-12-12,631611,Friday,W,,2014,12,50
2014-12-13,401030,Saturday,A,,2014,12,50
2014-12-14,291080,Sunday,U,,2014,12,50
2014-12-15,593162,Monday,W,,2014,12,51
2014-12-16,596274,Tuesday,W,,2014,12,51
2014-12-17,588934,Wednesday,W,,2014,12,51
2014-12-18,590439,Thursday,W,,2014,12,51
2014-12-19,585181,Friday,W,,2014,12,51
2014-12-20,350696,Saturday,A,,2014,12,51
2014-12-21,270964,Sunday,U,,2014,12,51
2014-12-22,506163,Monday,W,,2014,12,52
2014-12-23,504709,Tuesday,W,,2014,12,52
2014-12-24,317618,Wednesday,W,,2014,12,52
2014-12-25,130303,Thursday,U,Christmas Day,2014,12,52
2014-12-26,345235,Friday,W,,2014,12,52
2014-12-27,271061,Saturday,A,,2014,12,52
2014-12-28,230997,Sunday,U,,2014,12,52
2014-12-29,457065,Monday,W,,2014,12,1
2014-12-30,463343,Tuesday,W,,2014,12,1
2014-12-31,525341,Wednesday,W,,2014,12,1
2015-01-01,233956,Thursday,U,New Year's Day,2015,1,1
2015-01-02,432144,Friday,W,,2015,1,1
2015-01-03,273207,Saturday,A,,2015,1,1
2015-01-04,217632,Sunday,U,,2015,1,1
2015-01-05,538868,Monday,W,,2015,1,2
2015-01-06,556918,Tuesday,W,,2015,1,2
2015-01-07,416984,Wednesday,W,,2015,1,2
2015-01-08,475074,Thursday,W,,2015,1,2
2015-01-09,524144,Friday,W,,2015,1,2
2015-01-10,282850,Saturday,A,,2015,1,2
2015-01-11,227240,Sunday,U,,2015,1,2
2015-01-12,605068,Monday,W,,2015,1,3
2015-01-13,609226,Tuesday,W,,2015,1,3
2015-01-14,608109,Wednesday,W,,2015,1,3
2015-01-15,622792,Thursday,W,,2015,1,3
2015-01-16,612833,Friday,W,,2015,1,3
2015-01-17,335555,Saturday,A,,2015,1,3
2015-01-18,244490,Sunday,U,,2015,1,3
2015-01-19,411497,Monday,W,,2015,1,4
2015-01-20,618377,Tuesday,W,,2015,1,4
2015-01-21,619945,Wednesday,W,,2015,1,4
2015-01-22,623914,Thursday,W,,2015,1,4
2015-01-23,612177,Friday,W,,2015,1,4
2015-01-24,333440,Saturday,A,,2015,1,4
2015-01-25,226964,Sunday,U,,2015,1,4
2015-01-26,605287,Monday,W,,2015,1,5
2015-01-27,626168,Tuesday,W,,2015,1,5
2015-01-28,625531,Wednesday,W,,2015,1,5
2015-01-29,622695,Thursday,W,,2015,1,5
2015-01-30,618395,Friday,W,,2015,1,5
2015-01-31,337018,Saturday,A,,2015,1,5
2015-02-01,220964,Sunday,U,,2015,2,5
2015-02-02,462717,Monday,W,,2015,2,6
2015-02-03,661650,Tuesday,W,,2015,2,6
2015-02-04,649545,Wednesday,W,,2015,2,6
2015-02-05,640499,Thursday,W,,2015,2,6
2015-02-06,630415,Friday,W,,2015,2,6
2015-02-07,356210,Saturday,A,,2015,2,6
2015-02-08,243897,Sunday,U,,2015,2,6
2015-02-09,615678,Monday,W,,2015,2,7
2015-02-10,634220,Tuesday,W,,2015,2,7
2015-02-11,632708,Wednesday,W,,2015,2,7
2015-02-12,598535,Thursday,W,,2015,2,7
2015-02-13,607818,Friday,W,,2015,2,7
2015-02-14,308715,Saturday,A,,2015,2,7
2015-02-15,225492,Sunday,U,,2015,2,7
2015-02-16,449583,Monday,W,,2015,2,8
2015-02-17,611935,Tuesday,W,,2015,2,8
2015-02-18,580886,Wednesday,W,,2015,2,8
2015-02-19,472082,Thursday,W,,2015,2,8
2015-02-20,572559,Friday,W,,2015,2,8
2015-02-21,332841,Saturday,A,,2015,2,8
2015-02-22,244683,Sunday,U,,2015,2,8
2015-02-23,575138,Monday,W,,2015,2,9
2015-02-24,598063,Tuesday,W,,2015,2,9
2015-02-25,617616,Wednesday,W,,2015,2,9
2015-02-26,619965,Thursday,W,,2015,2,9
2015-02-27,604620,Friday,W,,2015,2,9
2015-02-28,328657,Saturday,A,,2015,2,9
2015-03-01,237326,Sunday,U,,2015,3,9
2015-03-02,587852,Monday,W,,2015,3,10
2015-03-03,604279,Tuesday,W,,2015,3,10
2015-03-04,616117,Wednesday,W,,2015,3,10
2015-03-05,611076,Thursday,W,,2015,3,10
2015-03-06,601775,Friday,W,,2015,3,10
2015-03-07,344302,Saturday,A,,2015,3,10
2015-03-08,250242,Sunday,U,,2015,3,10
2015-03-09,618273,Monday,W,,2015,3,11
2015-03-10,630225,Tuesday,W,,2015,3,11
2015-03-11,638945,Wednesday,W,,2015,3,11
2015-03-12,648830,Thursday,W,,2015,3,11
2015-03-13,658139,Friday,W,,2015,3,11
2015-03-14,542809,Saturday,A,,2015,3,11
2015-03-15,292290,Sunday,U,,2015,3,11
2015-03-16,630773,Monday,W,,2015,3,12
2015-03-17,632302,Tuesday,W,,2015,3,12
2015-03-18,633570,Wednesday,W,,2015,3,12
2015-03-19,633161,Thursday,W,,2015,3,12
2015-03-20,624769,Friday,W,,2015,3,12
2015-03-21,360547,Saturday,A,,2015,3,12
2015-03-22,247272,Sunday,U,,2015,3,12
2015-03-23,569229,Monday,W,,2015,3,13
2015-03-24,597658,Tuesday,W,,2015,3,13
2015-03-25,602932,Wednesday,W,,2015,3,13
2015-03-26,604883,Thursday,W,,2015,3,13
2015-03-27,596714,Friday,W,,2015,3,13
2015-03-28,346202,Saturday,A,,2015,3,13
2015-03-29,263081,Sunday,U,,2015,3,13
2015-03-30,604887,Monday,W,,2015,3,14
2015-03-31,618610,Tuesday,W,,2015,3,14
2015-04-01,640106,Wednesday,W,,2015,4,14
2015-04-02,621918,Thursday,W,,2015,4,14
2015-04-03,556056,Friday,W,,2015,4,14
2015-04-04,344428,Saturday,A,,2015,4,14
2015-04-05,267450,Sunday,U,,2015,4,14
2015-04-06,581195,Monday,W,,2015,4,15
2015-04-07,593771,Tuesday,W,,2015,4,15
2015-04-08,612504,Wednesday,W,,2015,4,15
2015-04-09,580468,Thursday,W,,2015,4,15
2015-04-10,618124,Friday,W,,2015,4,15
2015-04-11,378253,Saturday,A,,2015,4,15
2015-04-12,271570,Sunday,U,,2015,4,15
2015-04-13,626560,Monday,W,,2015,4,16
2015-04-14,649901,Tuesday,W,,2015,4,16
2015-04-15,650032,Wednesday,W,,2015,4,16
2015-04-16,645925,Thursday,W,,2015,4,16
2015-04-17,668015,Friday,W,,2015,4,16
2015-04-18,406363,Saturday,A,,2015,4,16
2015-04-19,276382,Sunday,U,,2015,4,16
2015-04-20,622669,Monday,W,,2015,4,17
2015-04-21,636492,Tuesday,W,,2015,4,17
2015-04-22,637124,Wednesday,W,,2015,4,17
2015-04-23,653007,Thursday,W,,2015,4,17
2015-04-24,638915,Friday,W,,2015,4,17
2015-04-25,351518,Saturday,A,,2015,4,17
2015-04-26,288178,Sunday,U,,2015,4,17
2015-04-27,628516,Monday,W,,2015,4,18
2015-04-28,644133,Tuesday,W,,2015,4,18
2015-04-29,647834,Wednesday,W,,2015,4,18
2015-04-30,667113,Thursday,W,,2015,4,18
2015-05-01,686669,Friday,W,,2015,5,18
2015-05-02,442186,Saturday,A,,2015,5,18
2015-05-03,306551,Sunday,U,,2015,5,18
2015-05-04,621537,Monday,W,,2015,5,19
2015-05-05,632473,Tuesday,W,,2015,5,19
2015-05-06,649101,Wednesday,W,,2015,5,19
2015-05-07,665792,Thursday,W,,2015,5,19
2015-05-08,641389,Friday,W,,2015,5,19
2015-05-09,366935,Saturday,A,,2015,5,19
2015-05-10,254950,Sunday,U,,2015,5,19
2015-05-11,610783,Monday,W,,2015,5,20
2015-05-12,632829,Tuesday,W,,2015,5,20
2015-05-13,644592,Wednesday,W,,2015,5,20
2015-05-14,653295,Thursday,W,,2015,5,20
2015-05-15,661165,Friday,W,,2015,5,20
2015-05-16,397503,Saturday,A,,2015,5,20
2015-05-17,302360,Sunday,U,,2015,5,20
2015-05-18,626097,Monday,W,,2015,5,21
2015-05-19,624394,Tuesday,W,,2015,5,21
2015-05-20,624789,Wednesday,W,,2015,5,21
2015-05-21,644807,Thursday,W,,2015,5,21
2015-05-22,624758,Friday,W,,2015,5,21
2015-05-23,404353,Saturday,A,,2015,5,21
2015-05-24,296032,Sunday,U,,2015,5,21
2015-05-25,288930,Monday,U,Memorial Day,2015,5,22
2015-05-26,610732,Tuesday,W,,2015,5,22
2015-05-27,643974,Wednesday,W,,2015,5,22
2015-05-28,646731,Thursday,W,,2015,5,22
2015-05-29,657746,Friday,W,,2015,5,22
2015-05-30,345204,Saturday,A,,2015,5,22
2015-05-31,284022,Sunday,U,,2015,5,22
2015-06-01,620797,Monday,W,,2015,6,23
2015-06-02,638077,Tuesday,W,,2015,6,23
2015-06-03,650870,Wednesday,W,,2015,6,23
2015-06-04,653140,Thursday,W,,2015,6,23
2015-06-05,642491,Friday,W,,2015,6,23
2015-06-06,410556,Saturday,A,,2015,6,23
2015-06-07,274168,Sunday,U,,2015,6,23
2015-06-08,621781,Monday,W,,2015,6,24
2015-06-09,649325,Tuesday,W,,2015,6,24
2015-06-10,656533,Wednesday,W,,2015,6,24
2015-06-11,664580,Thursday,W,,2015,6,24
2015-06-12,665204,Friday,W,,2015,6,24
2015-06-13,455207,Saturday,A,,2015,6,24
2015-06-14,330471,Sunday,U,,2015,6,24
2015-06-15,634282,Monday,W,,2015,6,25
2015-06-16,670111,Tuesday,W,,2015,6,25
2015-06-17,635534,Wednesday,W,,2015,6,25
2015-06-18,749214,Thursday,W,,2015,6,25
2015-06-19,666316,Friday,W,,2015,6,25
2015-06-20,402031,Saturday,A,,2015,6,25
2015-06-21,317036,Sunday,U,,2015,6,25
2015-06-22,599071,Monday,W,,2015,6,26
2015-06-23,650355,Tuesday,W,,2015,6,26
2015-06-24,645272,Wednesday,W,,2015,6,26
2015-06-25,648192,Thursday,W,,2015,6,26
2015-06-26,613169,Friday,W,,2015,6,26
2015-06-27,408858,Saturday,A,,2015,6,26
2015-06-28,469085,Sunday,U,,2015,6,26
2015-06-29,598656,Monday,W,,2015,6,27
2015-06-30,615312,Tuesday,W,,2015,6,27
2015-07-01,627230,Wednesday,W,,2015,7,27
2015-07-02,636375,Thursday,W,,2015,7,27
2015-07-03,497318,Friday,U,,2015,7,27
2015-07-04,441491,Saturday,A,Independence Day,2015,7,27
2015-07-05,353613,Sunday,U,,2015,7,27
2015-07-06,633973,Monday,W,,2015,7,28
2015-07-07,653202,Tuesday,W,,2015,7,28
2015-07-08,668893,Wednesday,W,,2015,7,28
2015-07-09,685932,Thursday,W,,2015,7,28
2015-07-10,700348,Friday,W,,2015,7,28
